title,category,salary_usd,location,experience_level,employment_type,work_setting,skills,source
Python Developer AI/ML,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",3-6 Yrs,Full-time,,"Computer science,deep learning,Backend,Version control,GIT,Web technologies,GCP,Artificial Intelligence",naukri
Python and ML Trainer,Data Science,,"Pune, Delhi, Bengaluru, Hyderabad, Gurgaon",3-8 Yrs,Full-time,,"Training,deep learning,Version control,GIT,MIN,Linux,Django,Machine learning",naukri
Mentor,Data Science,,"Pune, Delhi, Bengaluru, Hyderabad, Gurgaon",3-4 Yrs,Full-time,,"Computer vision,deep learning,MIN,Machine learning,SAT,Packaging,Mentor,Research",naukri
Product Owner,Data Science,,Hybrid - Bengaluru,8-11 Yrs,Full-time,,"Regulatory Reporting,Basel,Liquidity,Regulatory,Banking Products,Banking Product,Reporting",naukri
Java Full Stack Developer,Data Science,,"Delhi NCR, Bengaluru, Noida",3-8 Yrs,Full-time,,"JAVA,Cloud,Spring Boot,Angular or NodeJS or ReactJS,microservices,TypeScript,JavaScript,Docker / Kubernetes.",naukri
Hadoop Administrator,Data Science,9600.0,"Pune, Bengaluru, Hyderabad",6-11 Yrs,Full-time,,"Hadoop Administration,Linux System,MapR,GCP,Bigdata,Kafka,Spark,AWS",naukri
Informatica IDQ and IDE,Data Science,19200.0,"Hybrid - Chennai, Bengaluru, Hyderabad",6 Yrs,Full-time,,"Looker,Power BI,EDC,I,Tableau,Informatica,ETL Tool,DQ",naukri
Technical/Platform Product Marketing Manager,Data Science,,Bengaluru,1-4 Yrs,Full-time,,"Product management,Automation,Legal compliance,Litigation,Packaging,Wellness,Engineering Design,Content development",naukri
Databricks Professional - SQL And Python,Data Science,,"Bengaluru, ITPL,  Whitefield",5-7 Yrs,Full-time,,"Azure Databricks,Big data,ETL,SQL,Python,Hadoop,Kafka,SSIS",naukri
Gen AI Developer,Data Science,39000.0,Bengaluru,2-7 Yrs,Full-time,,"Pytorch,LangChain,Prompt engineering,AWS,LlamaIndex,Tensorflow,Docker,OpenAI",naukri
Tableau Administrator,Data Science,,Remote,7-12 Yrs,Full-time,,"Tableau Administration,python scripting,tableau client,Tableau cloud,Troubleshooting,Server Administration,Serv,Client",naukri
Graphics Designer  -Bangalore -4+ Yrs -Hybrid,Data Science,,Hybrid - Bengaluru,4-7 Yrs,Full-time,,"PPT Skills,Graphic Designing,Project Coordination,Project,Design,Graphics,Coordination,Powerpoint",naukri
"Spark, Scala, Java",Data Science,11400.0,"Chennai, Bengaluru, Hyderabad",5-10 Yrs,Full-time,,"java,spark,scala,Spark Streaming,Streams,Streaming",naukri
Technical Project Manager,Data Science,,Bengaluru,8-12 Yrs,Full-time,,"Team management,agile project management,Project management,Analytical,Resource allocation,Application development,data visualization,Open source",naukri
Sap Ariba SME Professional,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",4-6 Yrs,Full-time,,"Business process,Translation,SAP,Cloud,Budgeting,Management,Ariba,Process",naukri
GL- Technical Writer,Data Science,,Bengaluru,2-5 Yrs,Full-time,,"Usage,Quality standards,Publishing,Technical writing,Corporate,Creative writing,Management,JIRA",naukri
Customer Analytics - L10,Data Science,,Bengaluru,8-12 Yrs,Full-time,,"Supply chain,customer analytics,C++,Web analytics,Spanish,Data mining,Digital marketing,Financial services",naukri
Databricks with SQL Professional,Data Science,,Bengaluru,2-6 Yrs,Full-time,,"SQL queries,Resource utilization,Data quality,data integrity,Management,Troubleshooting,SQL development,Analytics",naukri
Bigdata Developer with Hadoop,Data Science,,Bengaluru,3-8 Yrs,Full-time,,"Performance tuning,Automation,Data modeling,data security,Business analytics,Machine learning,Performance testing,Data processing",naukri
Chatbot Developer,Data Science,,Chennai,3-5 Yrs,Full-time,,"Analytical skills,Version control,NoSQL,User interface designing,RDBMS,control testing,Debugging,Natural language processing",naukri
Artificial Intelligence Architect - Python,Data Science,,"Chennai, Bengaluru, Noida",10-15 Yrs,Full-time,,"Python,c#,cuda,tensorflow,customer service,pytorch,html,machine learning",naukri
React Developer (Reactjs & Redux) -Bangalore -6+ Yrs -Hybrid,Data Science,,Hybrid - Bengaluru,6-10 Yrs,Full-time,,"Redux,react developer,Redux Js,React Native,React.Js,Reacts Js,React Native Js,Redux Framework",naukri
Hiring - Model Validation-Monitoring - Bangalore,Data Science,21000.0,Bengaluru,4-9 Yrs,Full-time,,"Ead,Basel,Market Risk,Model Validation,Credit Risk,Lgd,Model Monitoring,Basel II",naukri
Java Full Stack - Bangalore,Data Science,10800.0,Hybrid - Bengaluru,3-6 Yrs,Full-time,,"Java,Docker,Postgresql,Javascript,Kubernates,Parquet Files,Cloud Services,GCP",naukri
Java full stack developer,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",1-6 Yrs,Full-time,,"Front end,HP data protector,Architecture,Debugging,Management,Troubleshooting,Software solutions,Technical documentation",naukri
Python | SQL | Databricks Developer,Data Science,,Bengaluru,4-5 Yrs,Full-time,,"Performance tuning,Data analysis,Version control,GIT,Coding,Information technology,Analytics,Python",naukri
Principal UX Designer,Data Science,,Bengaluru,5-9 Yrs,Full-time,,"Graphics,Vista,User research,Product engineering,Graphic designing,communication design,Machine learning,Engineering Design",naukri
Windows Server / Linux Server Administrator - Azure Platform,Data Science,,"Delhi NCR, Mumbai, Bengaluru",3-6 Yrs,Full-time,,"Server Administration,JVM,Java,R,Azure,Linux,Linux Server,Windows Server",naukri
Python Software Developer,Data Science,21000.0,"Hybrid - Chennai, Bengaluru, Hyderabad",7-10 Yrs,Full-time,,"Pyspark,Spark,Python Development,Development,Software,Python,Software development",naukri
Hadoop Developer,Data Science,13200.0,Bengaluru,4-8 Yrs,Full-time,,"Hadoop,Python,Pyspark,Agile Methodology,Hive,Sqoop,Cloudera Hadoop,Big Data Ecosystem",naukri
Artificial Intelligence Architect - Python,Data Science,,"Chennai, Bengaluru",10-15 Yrs,Full-time,,"Python,Data Engineering,Generative AI,PyTorch,Artificial Intelligence,Cloud,LLM,Machine Learning",naukri
SQL Developer,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",1-4 Yrs,Full-time,,"hive,Production support,Debugging,Hadoop,Advanced Excel,Data Analyst,AWS,SQL",naukri
SQL Server DBA - Bangalore - 5+ Yrs -Hybrid,Data Science,,Hybrid - Bengaluru,6-10 Yrs,Full-time,,"Installation,Backup and recovery,Configuration,Performance Tuning,SQL Server DBA,Ms Sql Server Dba,SQL Server Administration,SQL DBA",naukri
JAVA Developer (Spring & Elastic Search) - Bangalore - 6+ Yrs -Hybrid,Data Science,,Hybrid - Bengaluru,6-10 Yrs,Full-time,,"Java,Java Spring Boot,Spring Boot,Elastic Search,core java,Aiml,Spring,Core",naukri
React Developer (Reactjs & Redux) -BGL-6+ Yrs -Hybrid,Data Science,,Hybrid - Bengaluru,6-10 Yrs,Full-time,,"Redux,react developer,Redux Js,React Native,React.Js,Reacts Js,React Native Js,Redux Framework",naukri
Database developer,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",3-9 Yrs,Full-time,,"spark,CRE,Database,Programming,Data structures,Data processing,JSON,Business solutions",naukri
"Apprentice, Talent Acquisition & People Experience",Data Science,,Bengaluru,1-3 Yrs,Full-time,,"Administration,Interpersonal skills,Data analysis,Talent acquisition,QlikView,Business intelligence,Recruitment,SQL",naukri
Software Architect,Data Science,,Bengaluru,12-15 Yrs,Full-time,,"Supply chain,ERP,Manager Quality Assurance,Data modeling,Software Architect,Presales,Manager Quality Control,Oracle",naukri
Python Developer + AI,Data Science,,Gurgaon,3-7 Yrs,Full-time,,"IT services,CSS,ERP,Front end,Coding,CMMI,HTML,JPEG",naukri
Pyspark Developer,Data Science,24000.0,Remote,6-10 Yrs,Full-time,,"Hive,Hadoop,Spark,Development,Pyspark",naukri
Database Architect,Data Science,,Bengaluru,5-9 Yrs,Full-time,,"Database Architect,Analytical skills,Performance tuning,MS SQL,data security,Data Architect,data visualization,Troubleshooting",naukri
Edtech - IT Tutors / Technical Trainers / Work from Office - Urgent,Data Science,3000.0,"Chennai(Vandalur +7), Tambaram, Pallavaram",1-5 Yrs,Full-time,,"Artificial Intelligence,Machine Learning,Tutoring,Data Analytics,Python,Live training sessions,Power BI,scikit-learn",naukri
Python Software Developer,Data Science,10200.0,"Pune, Bengaluru, Gurgaon",3-7 Yrs,Full-time,,"Github,SQL Queries,Python Development,Software,Development,Software development,Python,SQL",naukri
Talend ETL Developer,Data Science,,Bengaluru,7-12 Yrs,Full-time,,"Talend,Talend Etl,TCM,SQL,ETL,Development",naukri
Java Full Stack Developer,Data Science,,Bengaluru,5-8 Yrs,Full-time,,"Java,MySQL,SQL Database,Spring Boot,Spring Mvc,NoSQL,Aws Cloud,Microservices",naukri
Nursery,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",2-6 Yrs,Full-time,,"hive,cloudera,python,data analysis,scala,oozie,airflow,data warehousing",naukri
Fullstack Developer_React_Python,Data Science,,Bengaluru,4-7 Yrs,Full-time,,"Front end,HP data protector,Architecture,Database management,Debugging,Manager Technology,Troubleshooting,Business solutions",naukri
Java + Snowflake Developer,Data Science,,Bengaluru,3-7 Yrs,Full-time,,"System architecture,Database design,data security,Schema,Data processing,Stored procedures,Troubleshooting,Analytics",naukri
Technical Writer,Data Science,,Chandigarh,5-7 Yrs,Full-time,,"Coding,Technical Writing,Data Science,Data Engineering,Writing,Science,Technical,Engineering",naukri
Power Bi Developer,Data Science,,Hyderabad,2-5 Yrs,Full-time,,"Microso Power BI,Fabric,microsoft azure,Microsoft,Development,Power Bi,Bi",naukri
"JAVA Developer(Spring boot, Elastic Search)-BGL-6+ Yrs -Hybrid",Data Science,,Hybrid - Bengaluru,6-10 Yrs,Full-time,,"Java,Java Spring Boot,Spring Boot,Elastic Search,core java,Bootstrap,Core,Boot",naukri
"Hiring For Snowflake,Python,Airflow,SQL - C2H(Bangalore/Hyderabad)",Data Science,,"Chennai, Bengaluru, Hyderabad",5-10 Yrs,Full-time,,"Airflow,Snowflake,Python,SQL,Hiring,C2h",naukri
Urgent job opening For Java fullstack Developer,Data Science,,"Hybrid - Pune, Delhi NCR, Bengaluru",3-8 Yrs,Full-time,,"Java Fullstack,Angular,Java Spring Boot,For Java,Full Stack,Spring,Development,Spring Boot",naukri
Marcom Specialist,Data Science,,Hybrid - Bengaluru,6-8 Yrs,Full-time,,"Branding Strategy,Marcom,Public Relations,Brand Campaigns,External Communication,Corporate Communication,Marketing Communication,Public",naukri
Ui Developer,Data Science,,"Pune, Bengaluru, Hyderabad",7-8 Yrs,Full-time,,"HTML,CSS,Next.js  WordPress,Tailwind CSS,React,Power Bi Tableau,VMware,Power Bi",naukri
Full Stack Developer,Data Science,,"Gandhinagar, Ahmedabad",3-5 Yrs,Full-time,,"Full Stack Developer,Full Stack,Development,Stack",naukri
SOLUTIONS ARCHITECT,Data Science,,"Pune, Bengaluru",4-9 Yrs,Full-time,,"advanced analytics,analytics reporting,Machine learning,Cloud,microsoft azure,data visualization,Solution Architect,Monitoring",naukri
Python_Backend developer,Data Science,,Bengaluru,4-6 Yrs,Full-time,,"Backend,Networking,Linux,Architecture,Coding,Data structures,Troubleshooting,Directory services",naukri
Oracle HCM Cloud - Functional Consultant,Data Science,,"Pune, Bengaluru, Hyderabad",15-20 Yrs,Full-time,,"Data analysis,Sales,Team management,Financial analysis,Project management,Financial planning,Market research,Healthcare",naukri
Fullstack Developers,Data Science,,"Pune, Bengaluru, Hyderabad",15-20 Yrs,Full-time,,"Data analysis,Sales,Team management,Financial analysis,Project management,Financial planning,Market research,Healthcare",naukri
Informatica Developers with Snowflake,Data Science,,"Pune, Bengaluru, Hyderabad",15-20 Yrs,Full-time,,"Data analysis,Sales,Team management,Financial analysis,Project management,Financial planning,Market research,Healthcare",naukri
Principal Developer - Automated Detection,Data Science,,Bengaluru,1-4 Yrs,Full-time,,"Automation,Linux,Powershell,Integration testing,Strategic planning,SIEM,Windows,Security operations",naukri
Hiring | Machine Learning Operations | Global MNC |,Data Science,,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",5-10 Yrs,Full-time,,"Artificial Intelligence,ML algorithms,Natural Language Processing,Deep Learning,Machine Learning Algorithms,Tensorflow,Algorithm Development,Object Detection",naukri
Python Developer + Machine Language,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",5-7 Yrs,Full-time,,"Computer science,Data analysis,Software design,Version control,Prototype,GIT,Machine learning,Data structures",naukri
Group Product Manager,Data Science,,Bengaluru,10-15 Yrs,Full-time,,"Product management,Product quality,Third party logistics,Manager Technology,Marketing operations,E-commerce,Engineering Design,Market planning",naukri
Dotnet Developer,Data Science,,"Hubli, Mangalore, Mysore, Bengaluru, Belagavi/Belgaum",2-5 Yrs,Full-time,,"software development,container networking,management,ci/cd,microsoft azure,programming,docker,.Net",naukri
Manager - Business Development,Data Science,,Bengaluru,7-12 Yrs,Full-time,,"Hibernate,Linux,XML,JSP,Project management,MySQL,PHP,HTML",naukri
Solution Architect Consultant,Data Science,,Bengaluru,3-8 Yrs,Full-time,,"Product management,Supply chain,Solution architecture,Industrial safety,Renewable energy,Consulting,Machine learning,Genetics",naukri
Talend Administrator-Remote-3 Months Contract,Data Science,,Remote,5-10 Yrs,Full-time,,"Talend Admin,Talend,Tac,Administration,Contracts",naukri
Python Developer,Data Science,,Hybrid - Hyderabad(Jubilee Hills),6-9 Yrs,Full-time,,"PostgreSQL,Aws,Python,Docker,Python Development,Flask,Development",naukri
Full Stack Developer,Data Science,,Bengaluru,3-6 Yrs,Full-time,,"CRM,Stack,Development,Full Stack",naukri
Generative AI Trainer,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",5-8 Yrs,Full-time,,"Training,deep learning,Instructional design,Curriculum development,Focus,Machine learning,Natural language processing,Languages",naukri
AWS Glue Developer,Data Science,44280.0,Hyderabad,10-12 Yrs,Full-time,,"AWS Glue,Linux Administration,ETL Extract,AWS Services,Load,Automation,Scalability,Big Data",naukri
Delivery Solutions Architect,Data Science,,Bengaluru,6-9 Yrs,Full-time,,"github,spark,Diversity and Inclusion,Machine learning,SCALA,Transition,Medical insurance,Management",naukri
Project Coordinator,Data Science,,Bengaluru,2-4 Yrs,Full-time,,"Training,Business administration,Project Coordinator,Client satisfaction,Project management,Machine learning,Automation tools,Data collection",naukri
Software developer,Data Science,,Bengaluru,5-10 Yrs,Full-time,,"Cloud computing,Linux,Debugging,Agile,GPRS,VB,Business intelligence,Troubleshooting",naukri
Snowflake Developers,Data Science,,Bengaluru,4-10 Yrs,Full-time,,"Computer science,Performance tuning,orchestration,Data modeling,Infrastructure management,data security,Workflow,Data processing",naukri
Practice Head - BFSI Consulting,Data Science,36600.0,Hybrid - Bengaluru,12-17 Yrs,Full-time,,"Capital Market,Investment Banking,Financial Services,Consulting,Analytics,Digital Transformation,Finance,Digital",naukri
Google BigQuery,Data Science,,"Bengaluru, Hyderabad, Mumbai (All Areas)",3-6 Yrs,Full-time,,"Google BigQuery,Oracle Procedural Language,GCP,Teradata BI,SQL Scripting,GCP Data engineer,Bi,Oracle",naukri
Survey Programmer,Data Science,,Bengaluru,3-7 Yrs,Full-time,,"Client satisfaction,Manager Quality Assurance,jQuery,Pharma,Javascript,Market research,Data processing,HTML",naukri
IT / AI / ML Professional,Data Science,,Bengaluru,2-5 Yrs,Full-time,,"c#,python,data analysis,data analytics,natural language processing,neural networks,machine learning,artificial intelligence",naukri
.Net Architect,Data Science,,Bengaluru,12-20 Yrs,Full-time,,"c#,continuous integration,software,data pipeline,relational databases,net development,sql server,sql",naukri
Mobile Application Developer -Android,Data Science,,Bengaluru,1-2 Yrs,Full-time,,"jQuery,Front end,Analytical,MySQL,Javascript,HTML,Apache,Android",naukri
Full Stack Developer,Data Science,,Bengaluru,1-2 Yrs,Full-time,,"jQuery,Front end,Analytical,MySQL,Javascript,HTML,MongoDB,Apache",naukri
Abinitio Developer,Data Science,,"Hybrid - Chennai, Pune, Bengaluru",5-7 Yrs,Full-time,,"Ab Initio,Abinitio Graphs,ETL,Data Integration,Graph,Initio,Development,Ab",naukri
Spark Scala Developer,Data Science,,Remote,10-11 Yrs,Full-time,,"SCALA,Spark,Hive,Architecture,Hadoop,Big Data,Data Warehousing,Data Modeling",naukri
DevOps with Spark on Kubernetes,Data Science,,Bengaluru,5-7 Yrs,Full-time,,"Computer science,Linux,Operating systems,spark,devops,Agile development,Machine learning,Infrastructure",naukri
Finance Manager,Data Science,,Bengaluru,7-11 Yrs,Full-time,,"Payroll,Automation,Journal entries,Fixed assets,Process improvement,Risk management,IFRS,Analytics",naukri
Consultant - DS BI&A,Data Science,,Bengaluru,3-5 Yrs,Full-time,,"Computer science,Operations research,SAS SQL,Data management,Business analytics,Analytical,Pharma,Commercial operations",naukri
SQL BI Developer,Data Science,,Bengaluru,2-6 Yrs,Full-time,,"Performance tuning,Data analysis,Data modeling,data security,SSRS,Data quality,Stored procedures,SSIS",naukri
